transformer_id,ambient_temp,humidity,hotspot_temp,load_percent,load_efficiency_index,mist_on
1,29.245855393701284,69.21185204907746,30.78440185416275,5.8083612168199465,0.9796707357411302,0
1,31.45407114311572,65.55578134598666,31.620287599676693,96.99098521619943,0.660531551743302,0
1,31.951551395133226,70.73315598831346,31.589369153386464,18.182496720710063,0.9363612614775148,0
1,30.720806558460488,76.66251550333712,31.507091154990153,29.122914019804192,0.8980698009306853,0
1,31.069192410821056,68.76633423760514,31.491490522537696,29.214464853521815,0.8977493730126737,0
1,31.762484677503593,70.39119211827571,31.155542531158385,51.42344384136116,0.820017946555236,0
1,30.99143910737971,66.25416114343994,31.32784585036373,60.75448519014384,0.7873593018344966,0
1,29.012469287957074,83.47429171582823,31.88114488155976,44.01524937396013,0.8459466271911396,0
1,29.109933771310654,78.36977657300429,31.87942516150179,3.4388521115218396,0.9879640176096736,0
1,31.271869969347467,73.4161990544141,32.30507145732616,52.00680211778108,0.8179761925877662,0
1,30.80862194930466,69.99107029918923,32.90323224567557,96.95846277645586,0.6606453802824046,0
1,32.309277772024004,67.38929755540182,32.79777042514668,19.59828624191452,0.9314059981532992,1
1,28.80268998757369,73.78391893060814,32.75579583043816,38.8677289689482,0.8639629486086813,1
1,30.048794138705894,72.58523176155929,32.39692488150128,54.26960831582485,0.810056370894613,1
1,29.185477731830588,86.65931848035908,32.141133892702015,7.455064367977082,0.9739072747120802,1
1,31.537809504095488,85.82429936052054,31.97677876750975,7.4044651734090365,0.9740843718930684,1
1,30.05564374610863,68.1284646071785,31.48637338591486,86.31034258755935,0.6979138009435423,1
1,28.876014233075633,73.39652268632288,31.510581351194787,32.518332202674706,0.8861858372906386,1
1,31.540205545283793,82.21405172659075,31.173272375094854,88.72127425763266,0.6894755400982857,1
1,31.474759980823517,85.54119631265624,30.962350756404433,56.127719756949624,0.8035529808506763,1
1,31.705649551749783,78.33248110183855,30.635394932930787,52.27328293819941,0.8170435097163021,1
